"station","lon","lat","year(valid)","month(valid)","day(valid)","tmpf","dwpf","relh","drct","sknt","p01i","alti","mslp"
"SBP",-120.6441,35.2381,1989,1,1,49.9345454545455,34.8309090909091,58.1172727272727,277.5,7.33333333333333,NA,30.0008333333333,NA
"SBP",-120.6441,35.2381,1989,1,2,50.5778947368421,33.4021052631579,54.7031578947368,144.210526315789,3.84210526315789,NA,30.0394736842105,NA
"SBP",-120.6441,35.2381,1989,1,3,49.406,35.114,64.6945,72,2.15,NA,30.079,NA
"SBP",-120.6441,35.2381,1989,1,4,54.85,43.06,67.1788888888889,139.473684210526,4.78947368421053,NA,30.0078947368421,NA
"SBP",-120.6441,35.2381,1989,1,5,50.3685714285714,46.9914285714286,88.8366666666667,140.416666666667,6.54166666666667,NA,30.1113043478261,NA
"SBP",-120.6441,35.2381,1989,1,6,45.7228571428571,35.72,69.5371428571429,235.238095238095,8.85714285714286,NA,30.2047619047619,NA
"SBP",-120.6441,35.2381,1989,1,7,44.2589473684211,36.2252631578947,75.0463157894737,129.473684210526,3.52631578947368,NA,30.26,NA
"SBP",-120.6441,35.2381,1989,1,8,44.69,31.28,61.95375,145.625,5.125,NA,30.420625,NA
"SBP",-120.6441,35.2381,1989,1,9,47.4628571428571,33.26,60.5809523809524,137.142857142857,5.76190476190476,NA,30.4385714285714,NA
"SBP",-120.6441,35.2381,1989,1,10,53.83,42.82,66.9722222222222,254.090909090909,10.4545454545455,NA,30.2545454545455,NA
"SBP",-120.6441,35.2381,1989,1,11,50.8682352941176,34.7,57.7811764705882,222.777777777778,11.3333333333333,NA,30.2416666666667,NA
"SBP",-120.6441,35.2381,1989,1,12,48.39,28.75,49.5233333333333,138.888888888889,4.11111111111111,NA,30.3861111111111,NA
"SBP",-120.6441,35.2381,1989,1,13,45.7752941176471,35.0388235294118,69.4623529411765,143.888888888889,3.76470588235294,NA,30.3470588235294,NA
"SBP",-120.6441,35.2381,1989,1,14,47.543,39.281,75.368,194,7.5,NA,30.3,NA
"SBP",-120.6441,35.2381,1989,1,15,50.1058823529412,29.7023529411765,46.6405882352941,178.823529411765,5.11764705882353,NA,30.3441176470588,NA
"SBP",-120.6441,35.2381,1989,1,16,52.5389473684211,28.94,40.9694736842105,155.789473684211,6.52631578947368,NA,30.3142105263158,NA
"SBP",-120.6441,35.2381,1989,1,17,58.64,30.3157142857143,35.0957142857143,210.666666666667,7.26666666666667,NA,30.2046666666667,NA
"SBP",-120.6441,35.2381,1989,1,18,56.984,34.232,46.0875,75,2.6,NA,30.149,NA
"SBP",-120.6441,35.2381,1989,1,19,55.7505263157895,36.7463157894737,56.0731578947368,80,2.05263157894737,NA,30.0736842105263,NA
"SBP",-120.6441,35.2381,1989,1,20,54.9642105263158,37.8736842105263,56.5663157894737,35.2631578947368,0.736842105263158,NA,30.0484210526316,NA
"SBP",-120.6441,35.2381,1989,1,21,56.6884210526316,41.3315789473684,61.4536842105263,15.2631578947368,0.842105263157895,NA,30.0194736842105,NA
"SBP",-120.6441,35.2381,1989,1,22,50.1285714285714,41.3728571428571,76.1321428571429,166.25,5.06666666666667,NA,29.97,NA
"SBP",-120.6441,35.2381,1989,1,23,50.1,45.64,84.8316666666667,85.2173913043478,2.60869565217391,NA,29.8978260869565,NA
"SBP",-120.6441,35.2381,1989,1,24,53.11,45.54,76.3127777777778,232.105263157895,6.57894736842105,NA,29.9942105263158,NA
"SBP",-120.6441,35.2381,1989,1,25,50.6252631578947,36.1873684210526,61.4277777777778,141.666666666667,3.16666666666667,NA,30.0515789473684,NA
"SBP",-120.6441,35.2381,1989,1,26,49.8389473684211,34.4347368421053,60.2936842105263,92.1052631578947,3,NA,30.1194736842105,NA
"SBP",-120.6441,35.2381,1989,1,27,47.5,38.4,74.1727777777778,90.5555555555556,3.22222222222222,NA,30.1511111111111,NA
"SBP",-120.6441,35.2381,1989,1,28,49.5126315789474,44.58,84.5094736842105,101.875,2.75,NA,30.182,NA
"SBP",-120.6441,35.2381,1989,1,29,51.3635294117647,39.3670588235294,68.9235294117647,111.470588235294,3.88470588235294,NA,30.1323529411765,NA
"SBP",-120.6441,35.2381,1989,1,30,54.8410526315789,38.3,59.8326315789474,97.8947368421053,3.84210526315789,NA,30.1273684210526,NA
"SBP",-120.6441,35.2381,1989,1,31,52.0557894736842,43.681052631579,76.4773684210526,113.333333333333,2.66666666666667,NA,30.0570833333333,NA
"SBP",-120.6441,35.2381,1989,2,1,51.692,43.358,73.944,126.363636363636,4.72727272727273,NA,29.9954545454545,NA
"SBP",-120.6441,35.2381,1989,2,2,49.874,41.567,75.404,114,2.55,NA,30.0665,NA
"SBP",-120.6441,35.2381,1989,2,3,48.27,42.77,82.2616666666667,135.714285714286,5.38095238095238,NA,30.137619047619,NA
"SBP",-120.6441,35.2381,1989,2,4,47.5057142857143,43.4171428571429,86.7257142857143,189.583333333333,6.20833333333333,NA,30.0591666666667,NA
"SBP",-120.6441,35.2381,1989,2,5,42.5075,27.86,58.56375,121.25,7,NA,30.10625,NA
"SBP",-120.6441,35.2381,1989,2,6,42.503,18.635,42.689,82.5,7.65,NA,30.171,NA
"SBP",-120.6441,35.2381,1989,2,7,44.4389473684211,13.46,31.1389473684211,65.2631578947368,2.21052631578947,NA,30.1684210526316,NA
"SBP",-120.6441,35.2381,1989,2,8,47.5747368421053,26.0505263157895,46.5068421052632,121,4.1,NA,30.0495,NA
"SBP",-120.6441,35.2381,1989,2,9,49.9018181818182,42.1290909090909,81.5363636363636,76,3.804,NA,30.1065,NA
"SBP",-120.6441,35.2381,1989,2,10,44.816,41.084,88.8566666666667,95.8333333333333,3.22444444444444,NA,30.3294444444444,NA
"SBP",-120.6441,35.2381,1989,2,11,51.28,39.84,66.8111111111111,247.631578947368,9.52631578947368,NA,30.3452631578947,NA
"SBP",-120.6441,35.2381,1989,2,12,51.1492307692308,40.1553846153846,67.1876923076923,249.285714285714,10,NA,30.2221428571429,NA
"SBP",-120.6441,35.2381,1989,2,13,48.9863157894737,40.2610526315789,73.4905263157895,226.315789473684,7.63157894736842,NA,30.0726315789474,1017.4
"SBP",-120.6441,35.2381,1989,2,14,47.78,37.72,70.3244444444444,137.777777777778,5.77777777777778,NA,30.08,NA
"SBP",-120.6441,35.2381,1989,2,15,46.616,38.66,76.611,108.5,4.1,NA,30.2425,NA
"SBP",-120.6441,35.2381,1989,2,16,47.858,41.72,81.9785,124,4.35,NA,30.309,NA
"SBP",-120.6441,35.2381,1989,2,17,50.5571428571429,42.1914285714286,76.1966666666667,128.095238095238,4.28571428571429,NA,30.252380952381,NA
"SBP",-120.6441,35.2381,1989,2,18,51.9375,46.15875,81.649375,167.5,5.565,NA,30.125,NA
"SBP",-120.6441,35.2381,1989,2,19,55.4022222222222,50.17,83.455,208.409090909091,5.41090909090909,NA,30.0568181818182,NA
"SBP",-120.6441,35.2381,1989,2,20,55.5905263157895,45.68,72.5847368421053,237.894736842105,6.52842105263158,NA,30.1563157894737,NA
"SBP",-120.6441,35.2381,1989,2,21,60.31,43.4,57.7611111111111,160.555555555556,5.16666666666667,NA,30.1905555555556,NA
"SBP",-120.6441,35.2381,1989,2,22,60.7336842105263,46.04,61.4089473684211,138,4.9,NA,30.2075,NA
"SBP",-120.6441,35.2381,1989,2,23,54.82,48.63,83.615,124.583333333333,3.78260869565217,NA,30.1366666666667,NA
"SBP",-120.6441,35.2381,1989,2,24,53.1561904761905,48.4742857142857,86.6133333333333,82.9545454545455,2.68363636363636,NA,30.0713636363636,NA
"SBP",-120.6441,35.2381,1989,2,25,59.31,48.12,70.7222222222222,123.888888888889,3,NA,30.115,NA
"SBP",-120.6441,35.2381,1989,2,26,60.22,47.67,67.2441176470588,152.941176470588,4.88235294117647,NA,30.1494444444444,NA
"SBP",-120.6441,35.2381,1989,2,27,62.9388235294118,45.2882352941176,56.7211764705882,243.333333333333,8.94444444444444,NA,30.0105555555556,NA
"SBP",-120.6441,35.2381,1989,2,28,54.1305263157895,44.42,71.7563157894737,259.545454545455,10.1363636363636,NA,29.9109090909091,NA
"SBP",-120.6441,35.2381,1989,3,1,52.088,43.808,74.491,150,5.1,NA,30.006,NA
"SBP",-120.6441,35.2381,1989,3,2,52.07,49.11,90.1244444444444,155,8.65217391304348,NA,29.845,1006.9
"SBP",-120.6441,35.2381,1989,3,3,49.4176470588235,40.2694117647059,73.3194117647059,299.411764705882,10,NA,29.8811764705882,NA
"SBP",-120.6441,35.2381,1989,3,4,48.7778947368421,33.818947368421,59.8473684210526,100,4.9,NA,30.052,NA
"SBP",-120.6441,35.2381,1989,3,5,56.72,42.11,60.9883333333333,153.888888888889,5.5,NA,30.2244444444444,NA
"SBP",-120.6441,35.2381,1989,3,6,60.2494117647059,44.2611764705882,58.0235294117647,219.411764705882,8.82352941176471,NA,30.1129411764706,NA
"SBP",-120.6441,35.2381,1989,3,7,61.637,54.986,80.2495,143,5.55,NA,29.924,NA
"SBP",-120.6441,35.2381,1989,3,8,62.582,55.508,80.039,111,2.95,NA,29.9075,NA
"SBP",-120.6441,35.2381,1989,3,9,60.7621052631579,51.6389473684211,73.6631578947368,97.3809523809524,6.66666666666667,NA,29.9790476190476,NA
"SBP",-120.6441,35.2381,1989,3,10,59.3978947368421,52.0747368421053,78.28,126.315789473684,4.47368421052632,NA,30.1094736842105,NA
"SBP",-120.6441,35.2381,1989,3,11,61.2547368421053,56.3568421052632,84.7215789473684,131,4.5,NA,30.1755,NA
"SBP",-120.6441,35.2381,1989,3,12,60.1223529411765,50.7517647058824,74.0823529411765,197.647058823529,8.88235294117647,NA,30.1864705882353,NA
"SBP",-120.6441,35.2381,1989,3,13,55.841,47.435,75.1085,299.166666666667,12.1666666666667,NA,30.2129166666667,NA
"SBP",-120.6441,35.2381,1989,3,14,56.48,39.7968421052632,56.7526315789474,318.947368421053,13.4736842105263,NA,30.1289473684211,NA
"SBP",-120.6441,35.2381,1989,3,15,57.8670588235294,43.6364705882353,62.0664705882353,219.444444444444,8.5,NA,29.9938888888889,NA
"SBP",-120.6441,35.2381,1989,3,16,53.4389473684211,47.678947368421,82.4657894736842,167.916666666667,7.83333333333333,NA,30.0025,NA
"SBP",-120.6441,35.2381,1989,3,17,53,43.41,73.61,150,5.94444444444444,NA,30.1011111111111,NA
"SBP",-120.6441,35.2381,1989,3,18,55.97,42.7,62.5077777777778,256.666666666667,10.6111111111111,NA,30.1533333333333,NA
"SBP",-120.6441,35.2381,1989,3,19,58.3435294117647,52.3505882352941,81.2117647058824,223.888888888889,11.5555555555556,NA,30.1722222222222,NA
"SBP",-120.6441,35.2381,1989,3,20,62.3352941176471,49.2588235294118,66.4852941176471,286.5,10.95,NA,30.115,NA
"SBP",-120.6441,35.2381,1989,3,21,63.2821052631579,42.3926315789474,49.9847368421053,153.684210526316,6.89473684210526,NA,30.1284210526316,NA
"SBP",-120.6441,35.2381,1989,3,22,58.3914285714286,51.0457142857143,78.987619047619,175.454545454545,7.40909090909091,NA,30.0213636363636,NA
"SBP",-120.6441,35.2381,1989,3,23,53.6422222222222,49.7611111111111,87.3088888888889,194.166666666667,8,NA,29.9626315789474,NA
"SBP",-120.6441,35.2381,1989,3,24,54.8694736842105,49.9526315789474,84.5115789473684,130.5,8.33333333333333,NA,30.0104761904762,NA
"SBP",-120.6441,35.2381,1989,3,25,57.191,52.997,86.3405,141.363636363636,6.5,NA,29.9418181818182,NA
"SBP",-120.6441,35.2381,1989,3,26,52.9752941176471,41.3282352941176,65.8729411764706,250,11.0555555555556,NA,29.9316666666667,NA
"SBP",-120.6441,35.2381,1989,3,27,53.6094736842105,44.4768421052632,72.8857894736842,227.894736842105,11.1052631578947,NA,30.0457894736842,NA
"SBP",-120.6441,35.2381,1989,3,28,58.316,49.892,75.1915,233,11.1,NA,30.186,NA
"SBP",-120.6441,35.2381,1989,3,29,58.95,50.29,75.6516666666667,269.545454545455,11.7727272727273,NA,30.1986363636364,NA
"SBP",-120.6441,35.2381,1989,3,30,60.74,45.68,62.7622222222222,180,8.38888888888889,NA,30.1772222222222,NA
"SBP",-120.6441,35.2381,1989,3,31,59.81,46.47,64.555,156.666666666667,8.27777777777778,NA,30.1316666666667,NA
"SBP",-120.6441,35.2381,1989,4,1,57.335,40.67,57.7566666666667,315,11.6666666666667,NA,30.0966666666667,NA
"SBP",-120.6441,35.2381,1989,4,2,58.2326315789474,47.7926315789474,69.258947368421,276.315789473684,13.2105263157895,NA,30.1157894736842,NA
"SBP",-120.6441,35.2381,1989,4,3,60.8557894736842,49.7442105263158,70.9783333333333,261.818181818182,13.8095238095238,NA,30.1628571428571,NA
"SBP",-120.6441,35.2381,1989,4,4,69.647,39.587,35.866,272,9.55,NA,30.1325,NA
"SBP",-120.6441,35.2381,1989,4,5,78.06,44.66,35.1033333333333,121.666666666667,6.16666666666667,NA,30.0722222222222,NA
"SBP",-120.6441,35.2381,1989,4,6,79.538947368421,49.6873684210526,39.4805263157895,122.105263157895,4.73684210526316,NA,30.0378947368421,NA
"SBP",-120.6441,35.2381,1989,4,7,80.2684210526316,49.9621052631579,38.0605263157895,102.105263157895,4.05263157894737,NA,29.9847368421053,NA
"SBP",-120.6441,35.2381,1989,4,8,76.1663157894737,50.9568421052632,45.8373684210526,109.473684210526,4.21052631578947,NA,29.8578947368421,NA
"SBP",-120.6441,35.2381,1989,4,9,69.81125,52.71125,57.143125,173.125,6.125,NA,29.83625,NA
"SBP",-120.6441,35.2381,1989,4,10,59.306,53.96,83.665,211.304347826087,5.95652173913043,NA,29.9430434782609,NA
"SBP",-120.6441,35.2381,1989,4,11,57.155,51.62,82.668,122.857142857143,4.66666666666667,NA,29.8919047619048,NA
"SBP",-120.6441,35.2381,1989,4,12,60.0610526315789,52.0842105263158,76.1068421052632,115.238095238095,3.66666666666667,NA,29.8605,NA
